name,team,gamesPlayed,position,goals,assists,points,plusMinus,PIMS,shots,GWGS,PPGS,PPAS,PKGS,PKAS,hits,blockedShots,toig,shifts,production,faceoffs,faceoffsWon,majorPenalties,misconduct,gameMisconduct,boarding,unsportsmanlikeConduct,fights,instigator,minorPenalties,hooking,tripping,roughing,holding,interference,slashing,highSticking,crossCheck,holdingStick,goalieInterference
Matt Cullen,PIT,71,C ,7,13,20,6,14,87,2,0,0,2,2,32,31,11:31,1307,40:51,640,320,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,2,2,0,1,0,1,1,0,0,0
Milan Lucic,EDM,79,LW,6,14,20,-9,91,74,0,2,2,0,0,259,22,13:14,1422,52:16,45,25,3,2,1,0,2,2,0,23,1,2,5,1,1,1,3,5,0,0
Jordan Oesterle,ARI,71,D ,6,14,20,-3,12,77,0,3,4,0,0,58,139,18:54,1645,67:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Travis Boyd,WSH,53,C ,5,15,20,6,6,35,1,0,2,0,0,13,21,9:50,695,26:02,210,76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,1,0,1,0,1,0,0,0,0
Robert Hagg,PHI,82,D ,5,15,20,-3,63,86,1,0,0,0,0,258,158,16:57,1893,69:28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,1,5,6,0,2,4,2,1,0,0
Ben Hutton,VAN,69,D ,5,15,20,-23,43,114,1,1,7,0,1,55,102,22:21,1908,77:07,N/A,N/A,1,1,0,0,0,1,0,14,2,2,0,1,1,7,0,1,0,0
Ben Chiarot,WPG,78,D ,5,15,20,6,62,111,1,0,0,0,1,171,139,18:37,1629,72:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,2,2,3,4,2,3,0,3,1,0
Danny DeKeyser,DET,52,D ,5,15,20,2,39,59,3,0,0,0,0,79,94,21:58,1479,57:06,N/A,N/A,1,0,0,0,0,1,0,17,2,3,0,3,2,1,3,1,0,0
Jakob Chychrun,ARI,53,D ,5,15,20,-12,28,117,0,3,5,0,0,74,77,20:15,1235,53:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,1,6,2,1,0,3,1,0,0,0
Radko Gudas,PHI,77,D ,4,16,20,6,63,136,0,0,0,0,0,255,133,17:53,1784,68:49,N/A,N/A,3,0,0,0,0,3,0,24,2,3,7,5,2,1,1,1,0,0
Adam Larsson,EDM,82,D ,3,17,20,-28,44,117,0,0,0,0,1,256,128,21:37,2243,88:39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,2,4,2,4,2,5,0,0,0,0
Nick Jensen,DET/WSH,80,D ,2,18,20,4,21,94,0,0,0,0,1,82,105,19:51,2004,79:24,N/A,N/A,1,0,0,0,1,1,0,8,2,1,0,0,1,0,0,0,0,0
Chris Wagner,BOS,76,RW,12,7,19,3,51,135,1,0,0,0,0,247,38,13:27,1373,53:48,120,54,3,1,0,0,1,3,0,13,0,5,3,0,1,1,0,1,0,0
Magnus Paajarvi,OTT,80,LW,11,8,19,-14,6,119,1,0,0,1,1,65,67,13:28,1516,56:42,16,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,0,1,1,0,0,0,0,0,0
Garnet Hathaway,CGY,76,RW,11,8,19,14,56,77,5,0,0,2,0,200,36,10:32,1160,42:06,15,7,2,0,0,0,4,2,0,18,0,6,3,2,1,1,0,0,0,1
Riley Sheahan,PIT/FLA,82,C ,9,10,19,-9,17,110,2,0,0,1,1,72,44,13:28,1627,58:05,688,360,1,0,0,1,0,1,0,6,0,0,0,2,1,1,0,0,1,0
Brian Gibbons,OTT/ANA,64,C ,8,11,19,-5,20,50,0,0,0,0,0,40,29,10:55,1037,36:46,38,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,0,4,0,0,2,1,2,1,0,0
Marcus Foligno,MIN,82,LW,7,12,19,-1,55,91,0,0,1,0,1,206,43,11:58,1336,51:39,28,13,5,0,0,0,0,5,0,15,2,2,5,1,0,2,2,0,0,0
James Neal,CGY,63,LW,7,12,19,-5,28,141,1,2,4,0,0,46,19,14:57,1252,49:35,11,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,0,1,0,0,4,5,2,0,0,1
Travis Hamonic,CGY,69,D ,7,12,19,21,33,128,1,0,0,1,2,44,167,20:52,1758,75:46,1,0,1,0,0,0,1,1,0,14,3,4,1,1,0,1,2,1,0,0
Justin Abdelkader,DET,71,LW,6,13,19,-14,38,95,0,1,1,1,0,185,34,15:24,1465,57:32,103,52,2,0,0,0,0,2,0,14,0,2,4,1,2,5,0,0,0,0
Carl Hagelin,LA/PIT/WSH,58,LW,5,14,19,7,30,99,2,0,0,0,0,64,20,14:44,1153,44:57,27,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,3,2,1,1,1,2,1,1,0,1
Scott Mayfield,NYI,79,D ,4,15,19,18,68,104,0,0,0,1,0,118,159,18:44,1888,77:53,1,0,4,1,0,1,0,4,0,19,4,4,3,1,3,0,0,2,0,0
David Kampf,CHI,63,C ,4,15,19,-6,14,72,0,0,0,0,0,39,30,13:55,1261,46:09,609,276,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,3,0,0,0,0,1,0,0,0
Zach Bogosian,BUF,65,D ,3,16,19,-5,52,93,0,0,1,1,0,83,116,21:38,1574,73:59,N/A,N/A,4,0,0,0,0,4,0,16,3,1,4,2,0,2,0,1,0,0
Johnny Boychuk,NYI,74,D ,3,16,19,10,25,157,1,1,2,0,1,144,120,18:50,1864,73:20,N/A,N/A,1,0,0,0,0,1,0,10,3,3,0,0,1,1,0,1,0,0
Rasmus Andersson,CGY,79,D ,2,17,19,17,23,115,0,0,2,0,0,52,83,16:02,1639,66:41,N/A,N/A,1,1,0,0,0,1,0,4,0,1,0,0,2,0,0,1,0,0
Conor Garland,ARI,47,RW,13,5,18,1,12,118,2,4,2,0,0,33,17,12:47,810,33:23,18,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,3,1,0,0,1,0,0,0,0,0
Tyler Ennis,TOR,51,LW,12,6,18,-6,2,81,1,2,3,0,0,49,14,9:56,683,28:09,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,1,0,0,0,0,0,0,0,0
Brandon Pirri,VGS,31,C ,12,6,18,7,6,82,3,3,1,0,0,29,13,14:27,515,24:52,34,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,0,0,2,0,0,0,1,0,0
Christian Fischer,ARI,71,RW,11,7,18,-13,27,116,0,0,0,0,0,124,19,13:10,1332,51:56,7,2,1,0,0,0,0,1,0,11,3,2,0,0,0,2,1,2,0,0
Michael Rasmussen,DET,62,C ,8,10,18,-8,29,74,0,4,0,0,0,84,28,12:05,1014,41:35,64,23,1,0,0,0,0,1,0,12,0,2,1,2,1,2,1,2,1,0
Henrik Borgstrom,FLA,50,C ,8,10,18,-14,4,54,0,3,4,0,0,11,12,12:00,852,33:20,405,165,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,1,0,0,0,0,1,0,0,0
Blake Comeau,DAL,77,LW,7,11,18,-7,42,102,2,0,0,0,0,208,40,15:44,1776,67:16,57,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,2,8,2,1,3,2,1,1,0,1
Michael Raffl,PHI,67,LW,6,12,18,-1,32,65,1,0,0,1,0,96,29,11:25,1083,42:29,34,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,4,4,1,3,1,0,1,1,0,0
Austin Czarnik,CGY,54,C ,6,12,18,-1,8,65,3,0,3,0,0,10,24,11:20,838,33:59,64,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,0,0,0,0,1,0,0,0
Zemgus Girgensons,BUF,72,C ,5,13,18,-11,17,78,0,0,0,0,0,144,29,13:37,1306,54:26,69,28,1,0,0,0,0,1,0,6,0,0,0,2,1,1,1,1,0,0
Devon Toews,NYI,48,D ,5,13,18,7,4,81,2,1,3,0,0,24,30,17:54,1078,47:43,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,0,0,1,0,0,0,0,0,0
Ryan Carpenter,VGS,68,C ,5,13,18,-6,8,102,0,0,0,1,1,126,17,12:37,1079,47:39,306,161,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,0,1,0,0,0,1,0,0,0
Jonas Brodin,MIN,82,D ,4,14,18,-15,30,111,2,0,1,1,0,61,135,20:33,1997,93:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,6,2,0,2,0,2,2,0,0,0
Alec Martinez,LA,60,D ,4,14,18,-2,8,78,2,0,2,0,0,78,135,21:22,1578,71:12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,0,0,1,0,0,1,0,0,0
Matt Grzelcyk,BOS,66,D ,3,15,18,9,68,90,0,1,5,0,0,46,60,19:08,1652,70:08,N/A,N/A,2,0,2,0,0,1,0,19,8,1,1,0,0,4,4,2,0,0
Jujhar Khaira,EDM,60,LW,3,15,18,-12,43,64,0,0,0,1,1,123,33,12:34,1073,41:53,126,55,3,0,1,1,0,2,0,9,2,0,1,3,0,0,1,1,0,1
Cedric Paquette,TB,80,C ,13,4,17,7,80,87,1,0,0,2,0,269,61,12:00,1400,56:29,768,404,2,0,1,0,1,2,0,30,1,1,13,1,4,4,1,2,1,0
Brendan Lemieux,NYR/WPG,63,LW,12,5,17,6,108,67,1,0,0,0,0,129,31,9:03,795,33:31,20,7,6,2,1,0,0,6,0,14,2,0,8,1,2,0,1,0,0,0
Zach Aston-Reese,PIT,43,C ,8,9,17,12,26,76,1,0,0,1,0,138,37,13:39,877,34:32,18,8,2,0,0,0,0,2,0,8,2,1,2,1,1,1,0,0,0,0
Tomas Nosek,VGS,68,C ,8,9,17,-10,18,116,1,0,0,1,0,75,23,12:28,1055,49:53,132,82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,3,0,1,2,1,1,0,0,0
Darren Helm,DET,61,C ,7,10,17,-11,20,107,0,0,0,1,3,50,26,14:34,1264,52:17,36,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,1,4,0,3,0,0,1,0,0,0
Sven Andrighetto,COL,64,RW,7,10,17,10,14,95,1,0,0,0,0,29,32,11:04,930,41:40,11,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,0,1,2,0,1,0,1,1,0,0
Barclay Goodrow,SJ,82,LW,7,10,17,4,76,84,3,0,0,1,0,125,68,11:01,1411,53:06,551,296,6,1,1,0,1,6,1,13,1,1,2,1,0,3,0,2,0,0
Ryan Callahan,TB,52,RW,7,10,17,7,14,76,3,1,0,0,1,89,25,11:08,845,34:04,21,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,1,1,1,0,1,1,1,0,0,0
Luke Kunin,MIN,49,C ,6,11,17,-9,27,88,1,0,1,0,0,67,34,15:53,1014,45:47,200,88,1,0,0,0,0,1,0,11,3,1,2,1,0,0,1,2,0,1
Brett Kulak,MTL,57,D ,6,11,17,12,31,102,3,0,0,1,0,107,64,17:51,1275,59:49,N/A,N/A,1,1,0,0,0,1,0,8,0,1,2,2,0,1,2,0,0,0
Andrew Cogliano,DAL/ANA,78,C ,6,11,17,1,22,106,1,1,0,0,0,68,32,12:35,1547,57:46,29,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,0,3,0,0,1,3,3,0,0,0
Matthew Benning,EDM,70,D ,5,12,17,11,33,94,0,0,1,0,1,109,59,14:57,1499,61:32,N/A,N/A,1,0,0,0,0,1,0,14,1,1,1,0,2,3,1,4,1,0
Travis Dermott,TOR,64,D ,4,13,17,-5,22,98,0,0,0,0,0,100,57,17:18,1453,65:09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,3,2,0,1,3,1,0,0,0,0
Sami Vatanen,NJ,50,D ,4,13,17,-17,22,107,0,3,2,0,0,68,77,21:44,1317,63:54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,3,2,1,1,1,0,0,0,1,0
Jay Bouwmeester,STL,78,D ,3,14,17,-3,40,82,1,0,0,0,0,61,127,20:44,2077,95:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,8,1,0,2,3,4,0,2,0,0
Scott Harrington,CBJ,73,D ,2,15,17,6,23,54,0,0,0,0,0,73,81,13:03,1338,56:01,N/A,N/A,1,0,0,1,0,1,0,9,1,3,1,0,0,1,1,1,0,0
Anton Stralman,TB,47,D ,2,15,17,12,8,57,0,0,1,0,0,59,71,20:31,1113,56:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,1,0,0,0,2,0,0,0,0
Melker Karlsson,SJ,79,RW,12,4,16,-1,26,79,2,0,0,0,0,67,39,11:30,1405,56:46,27,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,0,3,2,3,1,3,0,0,0,1
Michael Grabner,ARI,41,RW,9,7,16,-2,8,65,1,0,0,6,3,28,15,14:23,898,36:52,12,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,1,0,0,0,0,1,0,0,0
Tyler Motte,VAN,74,C ,9,7,16,-12,10,114,1,0,0,2,0,200,52,12:46,1425,59:05,48,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1,1,0,0,0,2,0,0,0,0
Austin Watson,NSH,37,LW,7,9,16,11,39,64,1,1,0,0,0,109,28,14:30,744,33:30,16,7,5,0,0,0,0,5,0,7,1,1,0,1,1,1,1,0,0,1
Dennis Cholowski,DET,52,D ,7,9,16,-20,16,71,1,4,5,0,0,18,50,18:15,1219,59:19,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,1,1,0,3,0,2,1,0,0,0
Denis Malgin,FLA,50,C ,7,9,16,-10,14,66,0,0,1,0,0,40,21,12:53,944,40:16,92,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,0,4,1,0,0,0,2,0,0,0
Erik Cernak,TB,58,D ,5,11,16,25,58,107,1,1,0,0,0,198,79,19:15,1416,69:47,N/A,N/A,2,2,0,0,1,2,0,13,1,4,1,0,3,0,2,1,0,0
Brayden McNabb,VGS,81,D ,4,12,16,11,52,84,1,0,0,0,1,200,139,19:29,1927,98:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26,5,5,0,5,5,1,1,1,0,0
Dan Girardi,TB,62,D ,4,12,16,6,12,75,0,0,0,0,1,151,108,17:48,1371,68:58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,0,3,0,0,2,0,0,0,0,0
Josh Manson,ANA,74,D ,3,13,16,-8,62,96,0,0,0,0,1,184,90,22:18,2099,103:10,N/A,N/A,2,0,0,0,0,2,0,26,2,4,5,2,4,0,3,3,0,0
Kris Russell,EDM,72,D ,3,13,16,5,27,63,0,0,0,0,1,93,185,20:26,1858,91:55,N/A,N/A,1,0,0,0,0,1,0,11,2,1,1,2,1,2,2,0,0,0
Justin Braun,SJ,78,D ,2,14,16,-14,35,105,0,0,1,0,0,121,120,20:18,1957,98:59,N/A,N/A,1,0,0,0,0,1,0,15,1,5,1,3,0,2,1,0,0,0
Alex Biega,VAN,41,D ,2,14,16,0,22,91,0,0,1,0,0,101,43,17:40,991,45:16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,1,0,0,3,2,0,2,1,0,0
Warren Foegele,CAR,77,LW,10,5,15,-17,20,106,3,0,0,0,0,126,19,12:30,1412,64:08,21,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,1,1,0,2,0,0,3,0,0,0
Maxime Lajoie,OTT,56,D ,7,8,15,-25,20,79,0,4,4,0,0,34,82,18:54,1393,70:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,1,7,0,0,1,0,1,0,0,0
Eric Fehr,MIN,72,RW,7,8,15,-8,30,67,0,0,0,0,1,40,48,11:03,1163,53:00,709,364,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,1,5,0,2,0,1,5,0,0,0
Pierre-Edouard Bellemare,VGS,76,RW,6,9,15,2,6,108,0,0,0,2,0,71,51,12:26,1196,62:58,720,394,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,0,0,1,0,0,0,1,0,0
Colton Sceviour,FLA,59,C ,5,10,15,-2,15,116,0,0,1,0,0,89,58,12:18,1055,48:21,110,39,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mackenzie Weegar,FLA,64,D ,4,11,15,-3,64,79,2,0,1,0,0,127,103,16:58,1471,72:23,1,1,4,2,0,0,0,4,1,11,1,3,1,1,1,0,0,1,0,0
Jon Merrill,VGS,57,D ,3,12,15,16,53,72,0,0,0,1,0,71,72,17:53,1269,67:56,N/A,N/A,1,1,0,0,0,1,1,18,2,3,0,1,0,1,3,3,1,1
Nick Holden,VGS,61,D ,3,12,15,5,14,77,0,0,0,0,2,104,76,18:18,1395,74:23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,0,2,0,2,2,0,1,0,0,0
Justin Schultz,PIT,29,D ,2,13,15,0,4,47,0,1,5,0,0,25,41,20:30,767,39:38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,0,0,0,1,0,0,0,0,0
Ian Cole,COL,71,D ,2,13,15,-1,115,82,0,0,0,0,0,107,178,19:45,1682,93:30,N/A,N/A,7,0,3,1,0,4,0,25,3,5,2,3,9,1,0,0,0,0
Sven Baertschi,VAN,26,LW,9,5,14,-9,6,43,0,3,4,0,0,18,13,15:08,520,28:06,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,0,0,1,1,0,0,0,0,0
Nikita Zadorov,COL,70,D ,7,7,14,19,75,100,0,0,0,0,0,228,67,17:12,1487,86:01,N/A,N/A,3,0,0,2,0,3,0,30,2,4,6,3,6,1,2,2,0,0
Joel Eriksson Ek,MIN,58,C ,7,7,14,-7,20,111,2,0,0,0,0,117,24,13:30,1076,55:57,540,247,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,3,2,0,1,1,1,1,0,0,0
Brandon Dubinsky,CBJ,61,C ,6,8,14,-16,36,63,0,0,0,0,1,147,28,12:21,1178,53:50,748,427,2,1,0,0,0,2,1,8,2,3,1,0,1,0,0,0,0,0
Noel Acciari,BOS,72,C ,6,8,14,-3,47,99,2,0,0,0,0,221,36,12:59,1238,66:47,403,200,3,1,0,0,1,3,1,11,1,2,1,1,0,0,3,0,0,0
Johan Larsson,BUF,73,LW,6,8,14,-8,37,79,0,0,0,1,0,112,44,14:18,1380,74:31,993,503,1,0,0,0,0,1,0,15,2,2,3,0,0,4,2,1,0,1
Matt Martin,NYI,67,LW,6,8,14,5,53,62,1,0,0,0,0,275,42,11:26,1072,54:43,15,6,3,2,0,0,0,3,0,9,2,0,5,1,1,0,0,0,0,0
Zdeno Chara,BOS,62,D ,5,9,14,22,57,99,2,1,2,0,0,81,88,21:05,1515,93:20,N/A,N/A,3,0,0,0,0,3,0,21,2,3,2,1,3,2,0,3,0,0
Rudolfs Balcers,OTT,36,LW,5,9,14,-7,10,48,1,3,1,0,0,18,24,12:21,585,31:46,7,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,2,0,0,0,0,0,2,0,0,0
Jake McCabe,BUF,59,D ,4,10,14,-4,35,64,0,0,0,1,0,103,99,18:57,1364,79:50,1,0,1,0,0,1,0,1,0,15,2,4,0,0,4,3,1,0,0,0
Derek Grant,PIT/ANA,56,C ,4,10,14,-6,14,74,1,0,0,0,1,92,29,11:41,969,46:44,515,271,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,0,2,0,2,0,2,1,0,0,0
Trevor van Riemsdyk,CAR,78,D ,3,11,14,-4,10,102,1,0,0,0,0,42,84,15:04,1563,83:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,0,1,1,2,1,0,0,0,0,0
Frederik Gauthier,TOR,70,C ,3,11,14,3,12,46,0,0,0,0,0,98,28,8:22,867,41:49,447,240,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,2,1,0,1,0,1,0,0,0
Nikita Zaitsev,TOR,81,D ,3,11,14,2,18,71,0,0,0,0,0,139,151,20:28,2145,118:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,1,0,2,2,0,1,1,0,0
Derek Forbort,LA,81,D ,2,12,14,-13,52,75,1,0,0,0,0,105,139,20:45,2075,120:00,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,6,5,0,2,0,1,1,0,1,0
Olli Maatta,PIT,60,D ,1,13,14,9,12,74,1,1,3,0,0,97,116,18:35,1525,79:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,2,0,0,1,1,0,1,0,0,0
Calvin de Haan,CAR,74,D ,1,13,14,1,20,102,1,0,0,0,0,187,106,18:31,1694,97:50,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,2,2,0,2,0,1,0,0,0,0
Andrew Mangiapane,CGY,44,LW,8,5,13,11,12,65,1,0,0,0,0,43,17,10:33,653,35:41,9,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,0,3,0,2,0,0,1,0,0,0
Marco Scandella,BUF,63,D ,6,7,13,-13,26,83,1,0,0,0,1,53,75,17:37,1410,85:20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,2,3,0,2,0,1,2,0,0,0
Sam Gagner,EDM/VAN,32,C ,6,7,13,-6,14,68,1,1,0,0,0,21,7,14:35,596,35:54,118,59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,0,4,0,0,1,1,0,0,0,0
Michael Amadio,LA,43,C ,6,7,13,-1,6,37,0,0,0,0,0,16,13,10:12,606,33:45,223,96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,0,1,0,0,0,0,0,0
Brett Seney,NJ,51,LW,5,8,13,-14,31,49,0,0,1,0,0,48,15,10:20,705,40:31,260,98,1,0,0,2,0,1,0,13,0,2,4,0,0,3,1,0,0,1
Nate Thompson,LA/MTL,78,C ,5,8,13,-1,17,71,0,0,0,0,0,87,44,13:00,1542,78:01,760,409,1,0,0,1,0,1,0,6,0,2,2,0,0,1,0,0,0,0
Vladimir Sobotka,BUF,69,C ,5,8,13,-20,26,71,0,0,0,0,1,87,30,14:11,1320,75:17,613,318,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,4,2,1,2,1,3,0,0,0,0
Drew Stafford,NJ,57,RW,5,8,13,-7,18,77,0,1,1,0,0,50,19,12:16,868,53:46,39,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,2,4,0,1,0,1,0,0,0,0
Rocco Grimaldi,NSH,53,C ,5,8,13,-2,10,81,0,0,0,0,0,32,20,10:00,747,40:47,7,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,0,2,0,1,0,0,1,0,0,0
Connor Murphy,CHI,52,D ,5,8,13,12,40,84,1,0,0,0,0,119,91,19:29,1352,77:57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,4,2,3,2,1,1,2,3,0,0
John Moore,BOS,61,D ,4,9,13,0,26,97,1,2,1,0,0,77,76,18:46,1517,88:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,3,3,1,1,1,0,0,2,0,1
Brendan Smith,NYR,63,D ,4,9,13,-7,71,66,0,0,0,0,1,100,48,15:18,1291,74:07,1,0,3,1,0,0,0,3,0,23,5,7,1,0,2,1,1,4,0,0
Troy Terry,ANA,32,RW,4,9,13,8,2,25,0,2,4,0,0,4,12,13:57,585,34:19,5,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,1,0,0,0,0,0,0
Jay Beagle,VAN,57,C ,3,10,13,-8,18,45,0,0,0,1,0,102,33,13:39,1239,59:52,758,426,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,3,1,1,1,2,1,0,0,0,0
Marc Staal,NYR,79,D ,3,10,13,-9,32,84,0,0,0,0,0,94,119,19:25,2061,118:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,2,0,1,3,3,3,2,2,0,0
Tim Heed,SJ,37,D ,2,11,13,9,10,41,0,1,2,0,0,16,31,14:22,671,40:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jack Johnson,PIT,82,D ,1,12,13,-4,41,86,0,1,1,0,2,233,147,19:17,2124,121:36,N/A,N/A,1,0,0,0,0,1,0,17,1,4,5,3,2,0,1,1,0,0
Par Lindholm,TOR/WPG,65,C ,1,12,13,5,18,65,0,0,0,0,0,58,55,11:21,1136,56:44,407,204,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,2,0,3,0,2,0,0,1,0
Victor Mete,MTL,71,D ,0,13,13,17,6,65,0,0,0,0,0,21,95,17:46,1650,97:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,0,0,0,0,0,0,0,1,0
Tyler Pitlick,DAL,47,RW,8,4,12,-2,6,75,1,1,0,0,0,93,27,13:23,972,52:24,12,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,1,0,1,1,0,0,0,0,0
Tage Thompson,BUF,65,C ,7,5,12,-22,20,108,0,1,0,0,0,66,9,12:08,1031,65:42,20,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,3,3,0,1,2,0,0,0,0,1
Joakim Nordstrom,BOS,70,C ,7,5,12,0,13,103,3,0,0,0,0,86,52,13:29,1300,78:38,125,48,1,0,0,0,0,1,0,4,0,1,1,1,0,1,0,0,0,0
Jayce Hawryluk,FLA,42,C ,7,5,12,-8,16,35,0,0,1,0,0,101,25,9:26,588,33:00,19,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,0,3,2,1,1,0,0,0,0,0
Kiefer Sherwood,ANA,50,RW,6,6,12,1,8,60,1,0,0,0,0,79,19,11:22,784,47:22,16,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,0,0,1,0,0,1,0,0,0
Adam Gaudette,VAN,56,C ,5,7,12,-8,18,55,1,0,2,0,0,48,15,10:57,897,51:05,371,150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,2,0,2,1,0,2,1,0,0,0
Brad Hunt,MIN/VGS,42,D ,5,7,12,-2,8,75,1,4,4,0,0,18,28,14:53,771,52:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,0,0,1,1,0,0,0,0
Marcus Kruger,CHI,74,C ,4,8,12,-2,30,74,2,0,0,0,1,51,34,10:25,1231,64:13,391,188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,2,4,1,5,2,0,0,0,0,0
Jean-Gabriel Pageau,OTT,39,C ,4,8,12,-12,14,83,0,0,0,0,0,63,38,17:51,932,57:59,481,259,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,0,1,0,0,0,0,0,0,0
Jamie Oleksiak,DAL/PIT,57,D ,4,8,12,5,45,55,0,0,0,0,0,135,59,14:44,1175,69:58,N/A,N/A,3,0,0,1,0,3,0,15,1,3,3,3,1,2,0,1,0,0
Christian Wolanin,OTT,30,D ,4,8,12,3,6,36,1,0,3,0,0,11,31,17:20,673,43:18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,0,0,0,0,0,0,0,0,0
