name,team,gamesPlayed,position,goals,assists,points,plusMinus,PIMS,shots,GWGS,PPGS,PPAS,PKGS,PKAS,hits,blockedShots,toig,shifts,production,faceoffs,faceoffsWon,majorPenalties,misconduct,gameMisconduct,boarding,unsportsmanlikeConduct,fights,instigator,minorPenalties,hooking,tripping,roughing,holding,interference,slashing,highSticking,crossCheck,holdingStick,goalieInterference
Nikita Kucherov,TB,82,RW,41,87,128,24,62,246,8,15,33,0,0,44,31,19:58,1765,12:47,3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,9,3,1,1,3,3,3,1,0,0
Connor McDavid,EDM,78,C ,41,75,116,3,20,240,9,9,24,1,1,39,30,22:50,1998,15:21,918,428,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,0,1,0,3,1,0,2,0,0,0
Patrick Kane,CHI,81,RW,44,66,110,2,22,341,7,9,21,0,0,21,18,22:29,1912,16:33,5,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,3,2,0,2,0,1,3,0,0,0
Leon Draisaitl,EDM,82,C ,50,55,105,2,52,231,5,16,13,3,0,57,26,22:35,2126,17:38,1340,677,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24,4,1,0,0,6,4,5,2,0,0
Brad Marchand,BOS,79,LW,36,64,100,15,96,231,9,10,24,3,4,46,19,19:37,1821,15:30,105,45,2,3,0,0,1,2,1,28,1,2,6,1,2,7,2,2,0,1
Sidney Crosby,PIT,79,C ,35,65,100,18,36,220,3,12,17,0,2,85,43,21:00,2036,16:35,1826,1012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,3,5,2,0,0,0,1,0,1,0
Nathan MacKinnon,COL,82,C ,41,58,99,20,34,365,6,12,25,0,0,54,31,22:05,2024,18:17,1183,517,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,1,4,3,3,1,1,0,1,1,0
Johnny Gaudreau,CGY,82,LW,36,63,99,18,24,245,8,6,21,0,0,12,12,20:04,1923,16:37,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,2,2,1,0,0,4,1,2,0,0
Steven Stamkos,TB,82,C ,45,53,98,4,37,234,6,19,21,2,0,72,40,18:18,1789,15:18,953,506,1,0,0,0,0,1,0,16,5,3,1,1,2,2,0,0,0,0
Aleksander Barkov,FLA,82,C ,35,61,96,-3,8,206,5,13,18,0,1,28,61,22:21,2218,19:05,1939,1041,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,2,0,1,0,0,0,0,0,0
Mitch Marner,TOR,82,C ,26,68,94,22,22,233,5,3,18,1,2,29,43,19:49,2066,17:17,11,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,1,5,0,1,0,3,0,0,1,0
Brayden Point,TB,79,C ,41,51,92,27,28,191,7,20,15,0,0,31,43,18:55,1675,16:14,856,435,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,0,1,2,4,1,2,0,0,2,1
Jonathan Huberdeau,FLA,82,C ,30,62,92,-14,40,226,5,11,23,0,0,57,45,18:51,1846,16:48,19,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,3,4,1,3,2,0,1,0,0,0
Blake Wheeler,WPG,82,RW,20,71,91,0,60,231,3,2,31,2,1,81,53,20:43,1979,18:39,88,31,2,0,0,0,0,2,0,25,6,9,2,0,1,3,2,0,0,2
Alex Ovechkin,WSH,81,LW,51,38,89,7,40,338,5,18,10,0,0,223,41,20:55,1682,19:02,5,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,0,1,3,1,4,4,2,2,0,0
John Tavares,TOR,82,C ,47,41,88,19,34,286,8,10,9,0,0,59,53,19:05,1969,17:47,1528,832,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,4,2,1,2,0,5,1,1,0,0
Mikko Rantanen,COL,74,RW,31,56,87,13,54,193,4,16,17,0,0,59,41,20:51,1704,17:43,46,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26,1,5,2,4,2,4,4,4,0,0
Artemi Panarin,CBJ,79,LW,28,59,87,14,23,191,8,6,12,0,0,14,17,19:51,1816,18:01,4,1,1,0,0,0,0,1,0,9,4,2,0,2,0,1,0,0,0,0
Claude Giroux,PHI,82,LW,22,63,85,9,24,229,4,2,21,1,0,28,19,21:27,2138,20:42,1164,674,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,3,2,0,0,0,4,0,1,2,0
Mark Scheifele,WPG,82,C ,38,46,84,8,38,199,6,12,11,0,3,54,54,21:52,1969,21:20,1736,803,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,4,1,3,1,1,2,0,0,0,0
Sebastian Aho,CAR,82,LW,30,53,83,25,26,243,7,3,21,4,1,65,34,20:09,2008,19:54,1204,585,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,4,1,1,0,1,4,2,0,0,0
Brent Burns,SJ,82,D ,16,67,83,13,34,300,6,7,21,1,4,90,105,25:06,2200,24:47,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,1,6,0,0,2,0,2,0,0,0
Sean Monahan,CGY,78,C ,34,48,82,7,12,211,5,12,11,0,0,36,24,19:03,1805,18:07,888,454,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,2,0,0,0,0,1,0,0,0
Jack Eichel,BUF,77,C ,28,54,82,-11,26,303,2,8,18,0,0,70,51,20:26,1756,19:11,1270,597,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,3,0,0,0,1,0,1,3,0,0
Phil Kessel,PIT,82,RW,27,55,82,-19,28,215,10,12,24,0,0,12,18,17:59,1786,17:58,9,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,0,2,2,0,0,6,3,0,0,0
David Pastrnak,BOS,66,LW,38,43,81,6,32,235,4,17,16,0,0,57,25,18:45,1395,15:16,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,3,0,1,1,3,2,3,0,0,0
Jonathan Toews,CHI,82,C ,35,46,81,2,40,235,5,9,14,1,0,42,44,21:00,2090,21:16,1880,1059,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,8,2,1,2,0,5,1,0,1,0
Tyler Seguin,DAL,82,C ,33,47,80,17,18,334,8,9,18,0,0,74,47,20:45,2278,21:16,1255,676,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,3,0,1,0,2,0,0,0,0
Patrice Bergeron,BOS,65,C ,32,47,79,23,30,205,3,9,18,4,3,43,60,18:28,1510,15:11,1389,786,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,2,4,2,1,0,1,2,0,0,0
Elias Lindholm,CGY,81,C ,27,51,78,30,20,182,5,9,17,1,3,82,39,20:02,2062,20:48,937,509,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,2,1,0,0,2,1,2,1,0,0
Matthew Tkachuk,CGY,80,LW,34,43,77,14,62,207,2,11,13,0,0,104,13,17:36,1696,18:17,13,6,2,1,0,0,0,2,0,21,0,5,6,1,0,5,1,0,1,2
Ryan O'Reilly,STL,82,C ,28,49,77,22,12,234,5,6,16,1,2,31,36,20:46,2103,22:06,1910,1086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,0,4,0,0,0,1,1,0,0,0
Alex DeBrincat,CHI,82,RW,41,35,76,0,15,220,3,13,11,0,0,35,26,17:42,1666,19:05,35,16,1,0,0,0,0,1,0,5,1,1,1,1,1,0,0,0,0,0
Jake Guentzel,PIT,82,C ,40,36,76,13,26,227,4,6,5,1,0,105,47,19:21,2008,20:52,30,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,1,4,1,2,3,1,1,0,0,0
Sean Couturier,PHI,80,C ,33,43,76,2,34,223,5,8,9,1,0,40,60,22:08,2143,23:17,1323,755,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,3,3,0,0,1,1,4,0,0,0
Teuvo Teravainen,CAR,82,LW,21,55,76,30,12,167,1,8,16,1,4,35,23,17:55,1898,19:19,43,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,3,2,0,0,0,1,0,0,0,0
Gabriel Landeskog,COL,73,LW,34,41,75,17,51,243,9,10,17,0,0,120,64,21:09,1711,20:35,694,361,1,0,0,1,0,1,0,21,4,6,0,0,2,2,5,1,0,0
Tomas Hertl,SJ,77,C ,35,39,74,5,18,176,5,11,4,1,1,53,64,19:01,1834,19:47,1183,609,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,1,2,0,0,1,3,0,0,1
Mika Zibanejad,NYR,82,C ,30,44,74,-12,47,236,5,11,12,2,0,134,66,20:34,2084,22:46,1673,831,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,1,6,0,2,3,0,3,0,0,0
Nicklas Backstrom,WSH,80,C ,22,52,74,2,30,169,5,7,18,0,0,54,30,19:57,1759,21:34,1439,700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,5,4,0,1,2,1,1,0,0,0
Mark Giordano,CGY,78,D ,17,57,74,39,69,221,2,3,18,4,2,58,144,24:14,2177,25:33,N/A,N/A,1,0,0,1,1,1,0,31,5,5,1,3,6,3,3,1,1,0
Auston Matthews,TOR,68,C ,37,36,73,-9,12,251,5,12,8,0,0,28,60,18:33,1591,17:17,911,475,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,1,0,1,0,0,1,0,0,1
Mark Stone,OTT/VGS,77,RW,33,40,73,17,27,199,4,6,14,1,0,72,71,19:53,1782,20:58,62,28,1,0,0,0,0,1,0,11,1,1,2,2,2,1,0,0,0,0
Dylan Larkin,DET,76,C ,32,41,73,-6,75,287,4,7,8,2,1,80,38,21:51,1973,22:44,1587,865,1,1,0,0,0,1,0,30,5,9,5,2,2,4,2,0,0,0
David Krejci,BOS,81,C ,20,53,73,7,16,139,4,6,10,0,0,28,24,17:41,1699,19:36,1095,530,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,0,1,1,2,3,1,0,0,0,0
Alexander Radulov,DAL,70,RW,29,43,72,22,54,209,7,7,16,0,0,60,83,19:47,1768,19:14,16,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27,9,5,3,0,2,4,1,3,0,0
Max Domi,MTL,82,C ,28,44,72,20,80,203,2,4,7,0,0,53,39,17:23,1751,19:47,996,447,2,1,0,0,2,2,0,29,1,3,10,3,2,2,3,2,0,1
Evgeni Malkin,PIT,68,C ,21,51,72,-25,89,187,5,9,17,0,0,54,33,18:48,1554,17:45,834,381,1,1,0,0,1,1,0,27,7,5,2,4,0,6,0,1,0,1
Evgeny Kuznetsov,WSH,76,C ,21,51,72,7,50,193,3,8,15,0,0,46,20,18:47,1508,19:50,1023,396,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24,8,2,2,1,2,5,1,0,0,0
Morgan Rielly,TOR,82,D ,20,52,72,24,14,223,5,3,18,0,0,61,114,23:07,2364,26:20,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,2,0,2,0,1,0,0,0,0
Mike Hoffman,FLA,82,LW,36,34,70,-24,30,253,6,17,18,0,0,42,26,17:50,1740,20:53,38,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,2,7,1,0,0,4,0,1,0,0
Matt Duchene,OTT/CBJ,73,C ,31,39,70,-3,8,172,1,6,8,0,0,28,40,18:50,1601,19:38,1222,676,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,1,0,0,0,1,0,0,0,0
Evgenii Dadonov,FLA,82,RW,28,42,70,-6,8,195,4,8,9,0,0,33,42,18:22,1834,21:31,5,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,2,0,0,0,0,2,0,0,0
Logan Couture,SJ,81,C ,27,43,70,-6,22,204,3,6,12,2,0,65,52,18:36,1970,21:31,609,282,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,3,3,0,0,2,0,2,0,0,0
John Carlson,WSH,80,D ,13,57,70,21,34,185,1,3,30,0,0,54,164,25:04,2041,28:38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,2,3,1,1,0,2,2,0,0,0
Cam Atkinson,CBJ,80,RW,41,28,69,3,20,295,8,8,6,4,0,27,25,19:23,1951,22:28,76,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,3,3,0,0,1,2,1,0,0,0
Ryan Nugent-Hopkins,EDM,82,C ,28,41,69,-13,26,208,3,8,18,1,2,69,40,20:06,1997,23:53,840,379,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,5,1,1,0,0,3,2,0,0,1
Vladimir Tarasenko,STL,76,RW,33,35,68,8,22,275,5,12,10,0,0,88,40,18:24,1768,20:33,6,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,0,1,1,0,0,0,0,0,1
Kyle Connor,WPG,82,LW,34,32,66,-7,18,227,5,11,8,1,0,9,21,19:15,1749,23:55,13,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,4,0,0,1,2,0,1,0,0
Timo Meier,SJ,78,RW,30,36,66,9,55,250,2,6,4,0,1,99,40,16:58,1730,20:03,38,12,1,0,0,0,1,1,0,22,3,5,4,1,1,0,3,2,0,1
Elias Pettersson,VAN,71,C ,28,38,66,3,12,144,7,10,12,0,0,42,51,18:14,1598,19:36,627,257,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,2,0,2,0,1,0,0,0,0
Jakub Voracek,PHI,78,RW,20,46,66,-16,25,210,2,4,14,0,0,17,29,18:40,1777,22:04,30,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,1,1,2,1,2,0,3,0,0,0
Sam Reinhart,BUF,82,C ,22,43,65,-10,16,180,1,2,13,0,0,38,47,18:57,1730,23:55,87,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,2,1,0,0,1,3,1,0,0,0
Joe Pavelski,SJ,75,C ,38,26,64,-4,22,188,6,12,9,1,0,69,61,19:03,1809,22:19,989,526,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,1,3,0,0,1,4,2,0,0,0
Ryan Johansen,NSH,80,C ,14,50,64,7,42,136,6,0,16,1,1,95,23,19:33,2000,24:26,1461,782,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,3,1,1,1,4,5,3,0,1,0
Jeff Skinner,BUF,82,LW,40,23,63,0,36,268,7,8,8,0,0,31,24,18:31,1721,24:06,301,157,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,4,3,2,0,1,4,1,2,1,0
Mathew Barzal,NYI,82,C ,18,44,62,-5,46,179,3,3,15,0,0,25,56,17:55,1601,23:42,580,241,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,5,2,4,0,2,1,7,1,1,0
Keith Yandle,FLA,82,D ,9,53,62,-17,50,199,2,7,32,0,0,47,76,22:27,2304,29:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,2,6,4,1,0,6,1,0,0,0
Zach Parise,MIN,74,LW,28,33,61,-2,26,229,5,10,6,0,2,49,71,18:40,1665,22:38,34,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,1,4,1,1,1,3,2,0,0,0
Pierre-Luc Dubois,CBJ,82,C ,27,34,61,16,64,174,5,2,7,0,0,115,52,17:43,1820,23:48,1047,455,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32,5,6,8,4,2,6,0,0,1,0
Bo Horvat,VAN,82,C ,27,34,61,-4,33,227,3,7,11,2,1,62,63,20:50,2217,28:00,2018,1083,1,0,0,0,0,1,0,14,2,4,0,4,1,2,1,0,0,0
Gustav Nyquist,DET/SJ,81,C ,22,38,60,1,12,204,3,2,10,0,0,36,23,17:31,1818,23:39,22,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,2,0,0,1,0,2,0,1,0,0
Anze Kopitar,LA,81,C ,22,38,60,-20,30,156,3,1,18,2,0,59,66,22:18,2146,30:06,1819,1002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,2,2,0,3,0,3,2,0,1,0
Erik Gustafsson,CHI,79,D ,17,43,60,-6,34,160,3,4,14,0,0,100,115,22:35,2019,29:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,5,2,1,2,0,1,0,2,1,0
Jonathan Marchessault,VGS,82,C ,25,34,59,2,52,278,6,5,11,0,0,98,22,18:09,1637,25:13,247,92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26,2,6,4,0,2,6,2,1,1,0
Tyson Barrie,COL,78,D ,14,45,59,-3,36,218,2,2,23,0,0,48,93,21:47,1850,28:47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,5,6,0,1,0,0,2,2,0,0
Tomas Tatar,MTL,80,LW,25,33,58,21,34,195,4,4,4,0,0,77,30,16:25,1737,22:38,39,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,4,3,0,3,4,0,0,2,0,0
Dylan Strome,CHI/ARI,78,C ,20,37,57,-8,20,145,3,6,10,0,0,13,46,16:09,1511,22:06,897,434,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,2,3,0,0,1,2,1,1,0,0
Evander Kane,SJ,75,LW,30,26,56,-4,153,268,1,5,6,1,1,173,25,18:25,1734,24:39,212,92,3,3,3,0,2,3,1,38,3,8,11,0,1,4,5,1,0,1
Ryan Dzingel,OTT/CBJ,78,LW,26,30,56,-9,29,159,5,5,6,0,0,54,38,16:49,1583,23:25,95,39,1,0,0,0,0,1,0,12,0,3,0,3,1,2,0,1,0,1
Brock Boeser,VAN,69,RW,26,30,56,-2,22,209,3,6,9,0,0,14,22,19:10,1621,23:36,90,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,0,3,0,2,0,5,0,0,1,0
William Karlsson,VGS,82,C ,24,32,56,1,16,169,5,7,7,1,2,51,55,18:51,1737,27:35,1234,588,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,0,2,0,3,0,0,1,0,0,0
Kevin Labanc,SJ,82,RW,17,39,56,-1,36,130,4,2,18,0,0,66,16,14:01,1515,20:31,23,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,3,7,0,0,0,3,1,2,0,0
Josh Bailey,NYI,82,LW,16,40,56,8,21,126,4,2,12,1,0,19,32,16:50,1638,24:38,272,140,1,0,0,0,0,1,0,8,1,1,1,0,0,4,1,0,0,0
Kris Letang,PIT,65,D ,16,40,56,13,48,206,3,2,17,1,1,116,111,25:58,1923,30:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,0,7,2,1,1,3,1,3,0,0
Roman Josi,NSH,82,D ,15,41,56,9,42,274,4,2,10,0,1,53,144,25:10,2359,36:51,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,1,1,0,2,2,2,1,4,0,0
Kevin Hayes,NYR/WPG,71,C ,19,36,55,-2,12,156,2,3,8,2,1,58,15,18:17,1628,23:35,981,483,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,2,1,0,0,1,0,1,0,0,0
Thomas Chabot,OTT,70,D ,14,41,55,-12,32,185,2,1,15,1,0,71,112,24:17,1936,30:54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,4,9,0,2,0,0,0,0,0,0
Andreas Athanasiou,DET,76,C ,30,24,54,-9,38,216,4,3,8,0,0,33,26,16:58,1677,23:53,399,171,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,0,4,1,1,1,4,0,0,1,0
T.J. Oshie,WSH,69,RW,25,29,54,5,36,143,4,6,8,1,0,133,55,18:37,1422,23:46,205,84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,2,4,2,1,1,1,6,0,0,0
Brayden Schenn,STL,72,C ,17,37,54,3,40,159,5,4,8,0,0,111,31,18:35,1642,24:47,680,323,2,0,0,1,0,2,0,15,2,6,1,1,2,2,0,0,0,0
Mikael Granlund,NSH/MIN,79,C ,16,38,54,-8,24,189,5,2,18,2,0,46,40,18:21,1730,26:50,288,129,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,4,2,1,3,1,0,1,0,0,0
Victor Hedman,TB,70,D ,12,42,54,24,44,182,4,2,23,0,1,59,97,22:46,1734,29:31,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,3,8,0,2,1,1,2,0,1,0
Jamie Benn,DAL,78,LW,27,26,53,14,56,189,2,8,3,0,0,142,71,18:14,1968,26:49,418,205,2,0,0,0,1,2,0,23,0,6,5,2,1,3,2,1,0,1
Brock Nelson,NYI,82,C ,25,28,53,20,28,181,3,2,6,1,0,51,55,17:58,1828,27:48,1246,594,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,4,1,1,4,1,0,3,0,0,0
Nino Niederreiter,CAR/MIN,82,RW,23,30,53,-4,30,184,3,6,9,0,0,94,20,16:14,1637,25:06,67,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,1,2,2,3,3,0,1,0,1,0
Justin Williams,CAR,82,RW,23,30,53,-4,44,237,5,9,5,0,0,55,32,17:27,1814,26:59,242,92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,3,5,3,1,2,1,3,0,1,1
Reilly Smith,VGS,74,RW,19,34,53,13,14,178,1,4,10,1,3,39,33,18:16,1563,25:30,7,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,4,1,0,0,1,1,0,0,0,0
Jonathan Drouin,MTL,81,C ,18,35,53,-8,26,190,3,3,13,0,0,55,23,16:56,1706,25:52,88,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,2,2,1,0,2,3,2,0,0,0
Phillip Danault,MTL,81,C ,12,41,53,17,39,132,1,0,4,0,2,95,60,17:47,2017,27:10,1588,882,1,0,0,0,0,1,0,17,5,4,2,1,0,3,2,0,0,0
Torey Krug,BOS,64,D ,6,47,53,-2,33,151,2,2,28,0,0,53,60,21:18,1599,25:43,N/A,N/A,1,0,1,1,0,1,1,9,2,2,0,1,1,0,1,0,0,0
Brendan Gallagher,MTL,82,RW,33,19,52,10,49,302,4,4,3,0,0,126,31,16:24,1775,25:51,51,23,1,0,0,1,1,1,0,22,1,4,1,1,1,5,4,3,0,0
Chris Kreider,NYR,79,LW,28,24,52,4,57,201,2,7,5,0,0,159,49,17:24,1783,26:26,72,27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,0,2,1,5,5,1,1,3,0,0
Eric Staal,MIN,81,C ,22,30,52,-7,34,215,6,7,8,0,1,41,28,18:08,1695,28:14,1257,642,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,2,5,3,2,3,1,0,0,0,0
Alex Tuch,VGS,74,RW,20,32,52,13,8,180,6,3,3,0,0,92,40,16:44,1344,23:48,112,43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,0,0,1,1,0,0,0,0,0
Anders Lee,NYI,82,LW,28,23,51,20,58,204,5,10,6,0,0,103,51,17:05,1664,27:28,155,75,2,0,0,1,0,2,0,23,2,5,2,1,2,3,4,1,0,1
Dustin Brown,LA,72,RW,22,29,51,-17,24,180,3,9,3,1,1,150,29,20:24,1823,28:48,17,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,3,3,0,0,0,1,3,0,0,1
Joe Thornton,SJ,73,C ,16,35,51,8,20,90,4,3,12,0,0,17,14,15:33,1492,22:15,675,356,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,1,3,0,0,1,0,3,2,0,0
Patrik Laine,WPG,82,RW,30,20,50,-24,42,245,3,15,8,0,0,70,44,17:14,1620,28:15,30,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,4,3,3,0,1,4,3,2,0,0
Filip Forsberg,NSH,64,C ,28,22,50,8,26,217,4,7,3,2,0,100,29,18:37,1577,23:49,7,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,1,1,2,0,3,3,1,1,1,0
Kyle Palmieri,NJ,74,RW,27,23,50,-9,42,224,2,11,7,0,0,98,35,18:09,1580,26:52,86,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,1,5,1,1,4,3,2,2,0,2
Jacob Trouba,WPG,82,D ,8,42,50,8,58,162,1,3,15,1,2,112,171,22:53,1997,37:31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,3,6,1,4,5,3,3,1,0,0
Travis Konecny,PHI,82,C ,24,25,49,-4,40,182,3,4,4,0,0,65,45,15:16,1652,25:32,22,7,2,0,0,0,1,2,0,15,1,1,1,0,2,4,1,2,0,1
Carl Soderberg,COL,82,C ,23,26,49,-5,26,188,2,2,8,3,0,99,67,17:27,1858,29:12,1070,528,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,1,2,1,0,4,0,4,0,0,0
Viktor Arvidsson,NSH,58,RW,34,14,48,12,26,195,7,3,1,2,1,18,23,19:09,1388,23:08,17,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,1,5,0,2,2,2,1,0,0,0
James van Riemsdyk,PHI,66,LW,27,21,48,-10,18,167,4,8,5,0,0,34,16,16:36,1342,22:49,11,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,2,3,0,0,3,0,1,0,0,0
Anthony Mantha,DET,67,RW,25,23,48,-8,30,198,1,7,6,0,0,67,23,17:50,1436,24:53,50,22,2,0,0,2,0,2,0,10,1,1,4,0,0,1,1,0,0,0
Yanni Gourde,TB,80,LW,22,26,48,9,66,130,5,5,4,1,1,83,30,15:50,1597,26:23,283,151,4,1,0,0,1,4,0,13,1,2,2,1,2,1,2,0,0,0
Ryan Getzlaf,ANA,67,C ,14,34,48,-19,58,133,2,1,10,0,0,150,74,19:28,1568,27:10,1014,551,2,1,0,0,0,2,0,19,3,6,2,0,2,0,2,3,0,1
Chris Tierney,OTT,81,C ,9,39,48,-22,26,116,1,0,10,0,0,30,54,17:02,1737,28:44,1043,531,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,3,4,1,0,0,0,0,0,0,0
Tyler Johnson,TB,80,C ,29,18,47,15,28,163,4,1,7,1,0,50,32,15:57,1650,27:08,473,230,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,5,3,1,1,2,1,1,0,0,0
Josh Anderson,CBJ,82,RW,27,20,47,25,60,230,5,3,4,2,1,214,40,17:01,1814,29:42,38,12,2,0,0,1,0,2,0,25,5,3,5,0,3,5,0,2,0,1
Jakub Vrana,WSH,82,C ,24,23,47,20,27,161,4,1,3,0,0,47,32,14:02,1415,24:29,10,4,1,0,0,0,0,1,0,11,4,2,0,0,1,4,0,0,0,0
Brandon Saad,CHI,80,LW,23,24,47,-9,12,195,3,5,1,3,0,52,25,17:41,1863,30:06,62,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,2,2,0,0,1,0,0,0,0,0
Tyler Bertuzzi,DET,73,LW,21,26,47,11,36,131,4,3,3,0,0,76,39,16:31,1547,25:39,30,10,2,0,0,0,1,2,0,11,1,0,1,0,0,3,3,1,0,0
Mikael Backlund,CGY,77,C ,21,26,47,34,52,205,4,1,1,1,1,52,26,17:54,1786,29:18,1031,511,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,4,4,4,1,0,2,3,3,0,0
Andrew Shaw,MTL,63,C ,19,28,47,17,71,135,3,3,3,0,0,128,36,15:55,1267,21:20,384,181,1,3,0,0,2,1,0,18,1,1,1,3,3,2,1,1,0,0
Nico Hischier,NJ,69,C ,17,30,47,0,24,160,3,3,8,0,0,53,44,18:06,1485,26:34,966,437,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,3,0,1,2,0,0,0,0,0,0
Clayton Keller,ARI,82,C ,14,33,47,-21,24,200,5,1,18,0,0,16,21,18:14,1905,31:48,84,28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,1,2,0,0,3,1,3,0,0,0
